index,text,label
46899,Requesting leave for personal work.,0
46900,Need a leave for travel purposes.,0
46901,Taking leave to handle urgent household work.,0
46902,Requesting leave for personal work.,0
46903,I am feeling unwell and need a sick leave.,1
46904,"Caught a bad cold, requesting a sick leave.",1
46905,Taking leave to handle urgent household work.,0
46906,Doctor advised me to take rest due to illness.,1
46907,Requesting leave for personal work.,0
46908,Taking leave to handle urgent household work.,0
46909,I am suffering from fever and can't attend work.,1
46910,Taking leave to handle urgent household work.,0
46911,I have a family function to attend.,0
46912,"Caught a bad cold, requesting a sick leave.",1
46913,I am suffering from fever and can't attend work.,1
46914,"Not feeling well, taking a day off.",1
46915,Need a leave for travel purposes.,0
46916,I am suffering from fever and can't attend work.,1
46917,Doctor advised me to take rest due to illness.,1
46918,Taking leave to handle urgent household work.,0
46919,Taking leave to handle urgent household work.,0
46920,Doctor advised me to take rest due to illness.,1
46921,Taking leave to handle urgent household work.,0
46922,I have a family function to attend.,0
46923,I have an appointment and need to take a leave.,0
46924,I am suffering from fever and can't attend work.,1
46925,I am suffering from fever and can't attend work.,1
46926,"Caught a bad cold, requesting a sick leave.",1
46927,Need a leave for travel purposes.,0
46928,Taking leave to handle urgent household work.,0
46929,I am suffering from fever and can't attend work.,1
46930,"Not feeling well, taking a day off.",1
46931,"Caught a bad cold, requesting a sick leave.",1
46932,Need a leave for travel purposes.,0
46933,Taking leave to handle urgent household work.,0
46934,"Caught a bad cold, requesting a sick leave.",1
46935,Taking leave to handle urgent household work.,0
46936,I have a family function to attend.,0
46937,Doctor advised me to take rest due to illness.,1
46938,I have an appointment and need to take a leave.,0
46939,Requesting leave for personal work.,0
46940,I am suffering from fever and can't attend work.,1
46941,"Not feeling well, taking a day off.",1
46942,"Not feeling well, taking a day off.",1
46943,I have an appointment and need to take a leave.,0
46944,I am feeling unwell and need a sick leave.,1
46945,Taking leave to handle urgent household work.,0
46946,I have an appointment and need to take a leave.,0
46947,I am suffering from fever and can't attend work.,1
46948,Need a leave for travel purposes.,0
46949,I have a family function to attend.,0
46950,I am suffering from fever and can't attend work.,1
46951,Taking leave to handle urgent household work.,0
46952,I am feeling unwell and need a sick leave.,1
46953,I have an appointment and need to take a leave.,0
46954,"Not feeling well, taking a day off.",1
46955,Requesting leave for personal work.,0
46956,Doctor advised me to take rest due to illness.,1
46957,"Not feeling well, taking a day off.",1
46958,I am feeling unwell and need a sick leave.,1
46959,I am suffering from fever and can't attend work.,1
46960,Doctor advised me to take rest due to illness.,1
46961,I am feeling unwell and need a sick leave.,1
46962,"Caught a bad cold, requesting a sick leave.",1
46963,I am suffering from fever and can't attend work.,1
46964,Need a leave for travel purposes.,0
46965,I have an appointment and need to take a leave.,0
46966,Doctor advised me to take rest due to illness.,1
46967,I have an appointment and need to take a leave.,0
46968,Requesting leave for personal work.,0
46969,Taking leave to handle urgent household work.,0
46970,I have a family function to attend.,0
46971,Requesting leave for personal work.,0
46972,Need a leave for travel purposes.,0
46973,Requesting leave for personal work.,0
46974,I have an appointment and need to take a leave.,0
46975,I am feeling unwell and need a sick leave.,1
46976,Requesting leave for personal work.,0
46977,Taking leave to handle urgent household work.,0
46978,Requesting leave for personal work.,0
46979,Requesting leave for personal work.,0
46980,Requesting leave for personal work.,0
46981,Doctor advised me to take rest due to illness.,1
46982,"Caught a bad cold, requesting a sick leave.",1
46983,I am feeling unwell and need a sick leave.,1
46984,Doctor advised me to take rest due to illness.,1
46985,Doctor advised me to take rest due to illness.,1
46986,"Caught a bad cold, requesting a sick leave.",1
46987,Need a leave for travel purposes.,0
46988,Doctor advised me to take rest due to illness.,1
46989,"Caught a bad cold, requesting a sick leave.",1
46990,Doctor advised me to take rest due to illness.,1
46991,Taking leave to handle urgent household work.,0
46992,Need a leave for travel purposes.,0
46993,I have an appointment and need to take a leave.,0
46994,Taking leave to handle urgent household work.,0
46995,Doctor advised me to take rest due to illness.,1
46996,Requesting leave for personal work.,0
46997,Need a leave for travel purposes.,0
46998,I am suffering from fever and can't attend work.,1
46999,I have a family function to attend.,0
47000,I have a family function to attend.,0
47001,I have a family function to attend.,0
47002,"Not feeling well, taking a day off.",1
47003,Taking leave to handle urgent household work.,0
47004,"Caught a bad cold, requesting a sick leave.",1
47005,I am suffering from fever and can't attend work.,1
47006,I have a family function to attend.,0
47007,Requesting leave for personal work.,0
47008,I have an appointment and need to take a leave.,0
47009,Requesting leave for personal work.,0
47010,Taking leave to handle urgent household work.,0
47011,I am feeling unwell and need a sick leave.,1
47012,Need a leave for travel purposes.,0
47013,I am suffering from fever and can't attend work.,1
47014,Need a leave for travel purposes.,0
47015,I am suffering from fever and can't attend work.,1
47016,"Caught a bad cold, requesting a sick leave.",1
47017,I am suffering from fever and can't attend work.,1
47018,Need a leave for travel purposes.,0
47019,I am suffering from fever and can't attend work.,1
47020,I am feeling unwell and need a sick leave.,1
47021,Taking leave to handle urgent household work.,0
47022,Doctor advised me to take rest due to illness.,1
47023,I am suffering from fever and can't attend work.,1
47024,Requesting leave for personal work.,0
47025,I have an appointment and need to take a leave.,0
47026,"Caught a bad cold, requesting a sick leave.",1
47027,I am feeling unwell and need a sick leave.,1
47028,Requesting leave for personal work.,0
47029,Requesting leave for personal work.,0
47030,Requesting leave for personal work.,0
47031,Requesting leave for personal work.,0
47032,I am feeling unwell and need a sick leave.,1
47033,Requesting leave for personal work.,0
47034,I am suffering from fever and can't attend work.,1
47035,Requesting leave for personal work.,0
47036,Need a leave for travel purposes.,0
47037,I am suffering from fever and can't attend work.,1
47038,Requesting leave for personal work.,0
47039,I am feeling unwell and need a sick leave.,1
47040,I have an appointment and need to take a leave.,0
47041,"Caught a bad cold, requesting a sick leave.",1
47042,I have a family function to attend.,0
47043,I have an appointment and need to take a leave.,0
47044,Doctor advised me to take rest due to illness.,1
47045,Taking leave to handle urgent household work.,0
47046,I am suffering from fever and can't attend work.,1
47047,Requesting leave for personal work.,0
47048,I have a family function to attend.,0
47049,Requesting leave for personal work.,0
47050,Need a leave for travel purposes.,0
47051,Doctor advised me to take rest due to illness.,1
47052,Need a leave for travel purposes.,0
47053,"Caught a bad cold, requesting a sick leave.",1
47054,Doctor advised me to take rest due to illness.,1
47055,"Not feeling well, taking a day off.",1
47056,I have an appointment and need to take a leave.,0
47057,I am suffering from fever and can't attend work.,1
47058,I am suffering from fever and can't attend work.,1
47059,I am feeling unwell and need a sick leave.,1
47060,I have a family function to attend.,0
47061,"Caught a bad cold, requesting a sick leave.",1
47062,I am suffering from fever and can't attend work.,1
47063,Need a leave for travel purposes.,0
47064,I have a family function to attend.,0
47065,I have an appointment and need to take a leave.,0
47066,I am suffering from fever and can't attend work.,1
47067,Taking leave to handle urgent household work.,0
47068,"Not feeling well, taking a day off.",1
47069,Requesting leave for personal work.,0
47070,"Not feeling well, taking a day off.",1
47071,"Not feeling well, taking a day off.",1
47072,Taking leave to handle urgent household work.,0
47073,I have a family function to attend.,0
47074,Need a leave for travel purposes.,0
47075,I have an appointment and need to take a leave.,0
47076,Requesting leave for personal work.,0
47077,I have a family function to attend.,0
47078,Requesting leave for personal work.,0
47079,I am suffering from fever and can't attend work.,1
47080,Need a leave for travel purposes.,0
47081,I have a family function to attend.,0
47082,Taking leave to handle urgent household work.,0
47083,I am suffering from fever and can't attend work.,1
47084,Need a leave for travel purposes.,0
47085,Doctor advised me to take rest due to illness.,1
47086,Need a leave for travel purposes.,0
47087,I am feeling unwell and need a sick leave.,1
47088,Doctor advised me to take rest due to illness.,1
47089,I have a family function to attend.,0
47090,Taking leave to handle urgent household work.,0
47091,"Not feeling well, taking a day off.",1
47092,"Caught a bad cold, requesting a sick leave.",1
47093,I am suffering from fever and can't attend work.,1
47094,I have a family function to attend.,0
47095,"Caught a bad cold, requesting a sick leave.",1
47096,Need a leave for travel purposes.,0
47097,I am suffering from fever and can't attend work.,1
47098,I have an appointment and need to take a leave.,0
47099,Doctor advised me to take rest due to illness.,1
47100,Requesting leave for personal work.,0
47101,I am feeling unwell and need a sick leave.,1
47102,Taking leave to handle urgent household work.,0
47103,I am feeling unwell and need a sick leave.,1
47104,Doctor advised me to take rest due to illness.,1
47105,Doctor advised me to take rest due to illness.,1
47106,"Not feeling well, taking a day off.",1
47107,Need a leave for travel purposes.,0
47108,"Caught a bad cold, requesting a sick leave.",1
47109,"Caught a bad cold, requesting a sick leave.",1
47110,Requesting leave for personal work.,0
47111,"Caught a bad cold, requesting a sick leave.",1
47112,I am suffering from fever and can't attend work.,1
47113,I have a family function to attend.,0
47114,I am feeling unwell and need a sick leave.,1
47115,"Caught a bad cold, requesting a sick leave.",1
47116,I have an appointment and need to take a leave.,0
47117,I have an appointment and need to take a leave.,0
47118,I have a family function to attend.,0
47119,Doctor advised me to take rest due to illness.,1
47120,I have an appointment and need to take a leave.,0
47121,Taking leave to handle urgent household work.,0
47122,Requesting leave for personal work.,0
47123,Requesting leave for personal work.,0
47124,Doctor advised me to take rest due to illness.,1
47125,I have an appointment and need to take a leave.,0
47126,I am feeling unwell and need a sick leave.,1
47127,"Caught a bad cold, requesting a sick leave.",1
47128,I have an appointment and need to take a leave.,0
47129,Requesting leave for personal work.,0
47130,Doctor advised me to take rest due to illness.,1
47131,Requesting leave for personal work.,0
47132,Requesting leave for personal work.,0
47133,I have a family function to attend.,0
47134,Doctor advised me to take rest due to illness.,1
47135,"Caught a bad cold, requesting a sick leave.",1
47136,Taking leave to handle urgent household work.,0
47137,I am suffering from fever and can't attend work.,1
47138,I have an appointment and need to take a leave.,0
47139,I am feeling unwell and need a sick leave.,1
47140,I am suffering from fever and can't attend work.,1
47141,Taking leave to handle urgent household work.,0
47142,I have a family function to attend.,0
47143,I am feeling unwell and need a sick leave.,1
47144,"Caught a bad cold, requesting a sick leave.",1
47145,Taking leave to handle urgent household work.,0
47146,I am feeling unwell and need a sick leave.,1
47147,Taking leave to handle urgent household work.,0
47148,"Caught a bad cold, requesting a sick leave.",1
47149,Doctor advised me to take rest due to illness.,1
47150,Requesting leave for personal work.,0
47151,Taking leave to handle urgent household work.,0
47152,Taking leave to handle urgent household work.,0
47153,I am feeling unwell and need a sick leave.,1
47154,I am feeling unwell and need a sick leave.,1
47155,Requesting leave for personal work.,0
47156,Taking leave to handle urgent household work.,0
47157,"Caught a bad cold, requesting a sick leave.",1
47158,Requesting leave for personal work.,0
47159,"Caught a bad cold, requesting a sick leave.",1
47160,Requesting leave for personal work.,0
47161,Doctor advised me to take rest due to illness.,1
47162,Taking leave to handle urgent household work.,0
47163,I am suffering from fever and can't attend work.,1
47164,Need a leave for travel purposes.,0
47165,I have a family function to attend.,0
47166,I am feeling unwell and need a sick leave.,1
47167,I have an appointment and need to take a leave.,0
47168,I have an appointment and need to take a leave.,0
47169,I am feeling unwell and need a sick leave.,1
47170,Need a leave for travel purposes.,0
47171,I have a family function to attend.,0
47172,I have a family function to attend.,0
47173,Doctor advised me to take rest due to illness.,1
47174,I have an appointment and need to take a leave.,0
47175,"Not feeling well, taking a day off.",1
47176,I am feeling unwell and need a sick leave.,1
47177,Doctor advised me to take rest due to illness.,1
47178,Requesting leave for personal work.,0
47179,I am suffering from fever and can't attend work.,1
47180,"Caught a bad cold, requesting a sick leave.",1
47181,Requesting leave for personal work.,0
47182,Requesting leave for personal work.,0
47183,Doctor advised me to take rest due to illness.,1
47184,I have an appointment and need to take a leave.,0
47185,I have a family function to attend.,0
47186,Taking leave to handle urgent household work.,0
47187,I am suffering from fever and can't attend work.,1
47188,"Not feeling well, taking a day off.",1
47189,I have an appointment and need to take a leave.,0
47190,I have an appointment and need to take a leave.,0
47191,I am suffering from fever and can't attend work.,1
47192,Doctor advised me to take rest due to illness.,1
47193,"Caught a bad cold, requesting a sick leave.",1
47194,Doctor advised me to take rest due to illness.,1
47195,"Caught a bad cold, requesting a sick leave.",1
47196,"Caught a bad cold, requesting a sick leave.",1
47197,"Caught a bad cold, requesting a sick leave.",1
47198,I am feeling unwell and need a sick leave.,1
47199,Need a leave for travel purposes.,0
47200,Requesting leave for personal work.,0
47201,I have an appointment and need to take a leave.,0
47202,Requesting leave for personal work.,0
47203,I have an appointment and need to take a leave.,0
47204,Requesting leave for personal work.,0
47205,"Not feeling well, taking a day off.",1
47206,I have a family function to attend.,0
47207,"Not feeling well, taking a day off.",1
47208,Need a leave for travel purposes.,0
47209,I am suffering from fever and can't attend work.,1
47210,I have an appointment and need to take a leave.,0
47211,Requesting leave for personal work.,0
47212,I am feeling unwell and need a sick leave.,1
47213,I am suffering from fever and can't attend work.,1
47214,I have an appointment and need to take a leave.,0
47215,Taking leave to handle urgent household work.,0
47216,Doctor advised me to take rest due to illness.,1
47217,"Not feeling well, taking a day off.",1
47218,"Caught a bad cold, requesting a sick leave.",1
47219,Taking leave to handle urgent household work.,0
47220,"Caught a bad cold, requesting a sick leave.",1
47221,"Not feeling well, taking a day off.",1
47222,I am feeling unwell and need a sick leave.,1
47223,I am feeling unwell and need a sick leave.,1
47224,I am feeling unwell and need a sick leave.,1
47225,I am feeling unwell and need a sick leave.,1
47226,Requesting leave for personal work.,0
47227,I have an appointment and need to take a leave.,0
47228,I am suffering from fever and can't attend work.,1
47229,I have a family function to attend.,0
47230,Requesting leave for personal work.,0
47231,Requesting leave for personal work.,0
47232,I am feeling unwell and need a sick leave.,1
47233,Taking leave to handle urgent household work.,0
47234,Taking leave to handle urgent household work.,0
47235,Requesting leave for personal work.,0
47236,I have a family function to attend.,0
47237,Taking leave to handle urgent household work.,0
47238,Need a leave for travel purposes.,0
47239,Taking leave to handle urgent household work.,0
47240,I am feeling unwell and need a sick leave.,1
47241,Taking leave to handle urgent household work.,0
47242,I am suffering from fever and can't attend work.,1
47243,I am feeling unwell and need a sick leave.,1
47244,I have a family function to attend.,0
47245,Doctor advised me to take rest due to illness.,1
47246,"Not feeling well, taking a day off.",1
47247,Requesting leave for personal work.,0
47248,"Not feeling well, taking a day off.",1
47249,Requesting leave for personal work.,0
47250,Requesting leave for personal work.,0
47251,Taking leave to handle urgent household work.,0
47252,Requesting leave for personal work.,0
47253,"Caught a bad cold, requesting a sick leave.",1
47254,I have a family function to attend.,0
47255,I am feeling unwell and need a sick leave.,1
47256,Taking leave to handle urgent household work.,0
47257,"Not feeling well, taking a day off.",1
47258,I have a family function to attend.,0
47259,I have an appointment and need to take a leave.,0
47260,I have a family function to attend.,0
47261,I have a family function to attend.,0
47262,Doctor advised me to take rest due to illness.,1
47263,"Caught a bad cold, requesting a sick leave.",1
47264,Taking leave to handle urgent household work.,0
47265,Requesting leave for personal work.,0
47266,I am feeling unwell and need a sick leave.,1
47267,I am suffering from fever and can't attend work.,1
47268,I am suffering from fever and can't attend work.,1
47269,Taking leave to handle urgent household work.,0
47270,I have an appointment and need to take a leave.,0
47271,I have a family function to attend.,0
47272,"Not feeling well, taking a day off.",1
47273,Requesting leave for personal work.,0
47274,I am feeling unwell and need a sick leave.,1
47275,Doctor advised me to take rest due to illness.,1
47276,Requesting leave for personal work.,0
47277,Doctor advised me to take rest due to illness.,1
47278,I have an appointment and need to take a leave.,0
47279,Requesting leave for personal work.,0
47280,Requesting leave for personal work.,0
47281,Need a leave for travel purposes.,0
47282,Requesting leave for personal work.,0
47283,I have a family function to attend.,0
47284,I have an appointment and need to take a leave.,0
47285,Doctor advised me to take rest due to illness.,1
47286,"Not feeling well, taking a day off.",1
47287,Requesting leave for personal work.,0
47288,"Caught a bad cold, requesting a sick leave.",1
47289,I am feeling unwell and need a sick leave.,1
47290,Need a leave for travel purposes.,0
47291,I am suffering from fever and can't attend work.,1
47292,I have an appointment and need to take a leave.,0
47293,Taking leave to handle urgent household work.,0
47294,Need a leave for travel purposes.,0
47295,I am suffering from fever and can't attend work.,1
47296,"Caught a bad cold, requesting a sick leave.",1
47297,Doctor advised me to take rest due to illness.,1
47298,"Caught a bad cold, requesting a sick leave.",1
47299,"Caught a bad cold, requesting a sick leave.",1
47300,I am suffering from fever and can't attend work.,1
47301,Doctor advised me to take rest due to illness.,1
47302,I have a family function to attend.,0
47303,"Not feeling well, taking a day off.",1
47304,Need a leave for travel purposes.,0
47305,I am suffering from fever and can't attend work.,1
47306,Requesting leave for personal work.,0
47307,I have a family function to attend.,0
47308,"Not feeling well, taking a day off.",1
47309,Doctor advised me to take rest due to illness.,1
47310,I am feeling unwell and need a sick leave.,1
47311,Requesting leave for personal work.,0
47312,Doctor advised me to take rest due to illness.,1
47313,I have an appointment and need to take a leave.,0
47314,Taking leave to handle urgent household work.,0
47315,Need a leave for travel purposes.,0
47316,Taking leave to handle urgent household work.,0
47317,"Not feeling well, taking a day off.",1
47318,I am feeling unwell and need a sick leave.,1
47319,I have a family function to attend.,0
47320,Need a leave for travel purposes.,0
47321,Need a leave for travel purposes.,0
47322,I have an appointment and need to take a leave.,0
47323,Doctor advised me to take rest due to illness.,1
47324,I have an appointment and need to take a leave.,0
47325,I have an appointment and need to take a leave.,0
47326,I have an appointment and need to take a leave.,0
47327,"Caught a bad cold, requesting a sick leave.",1
47328,I have an appointment and need to take a leave.,0
47329,Taking leave to handle urgent household work.,0
47330,"Not feeling well, taking a day off.",1
47331,Taking leave to handle urgent household work.,0
47332,Requesting leave for personal work.,0
47333,"Caught a bad cold, requesting a sick leave.",1
47334,Taking leave to handle urgent household work.,0
47335,Need a leave for travel purposes.,0
47336,Taking leave to handle urgent household work.,0
47337,"Not feeling well, taking a day off.",1
47338,Taking leave to handle urgent household work.,0
47339,Need a leave for travel purposes.,0
47340,Need a leave for travel purposes.,0
47341,Need a leave for travel purposes.,0
47342,Taking leave to handle urgent household work.,0
47343,I have a family function to attend.,0
47344,I am feeling unwell and need a sick leave.,1
47345,"Caught a bad cold, requesting a sick leave.",1
47346,I am feeling unwell and need a sick leave.,1
47347,I am suffering from fever and can't attend work.,1
47348,Taking leave to handle urgent household work.,0
47349,Need a leave for travel purposes.,0
47350,Need a leave for travel purposes.,0
47351,I have a family function to attend.,0
47352,Taking leave to handle urgent household work.,0
47353,I am suffering from fever and can't attend work.,1
47354,Requesting leave for personal work.,0
47355,Doctor advised me to take rest due to illness.,1
47356,I am feeling unwell and need a sick leave.,1
47357,I have a family function to attend.,0
47358,Need a leave for travel purposes.,0
47359,Requesting leave for personal work.,0
47360,I am suffering from fever and can't attend work.,1
47361,I have an appointment and need to take a leave.,0
47362,Doctor advised me to take rest due to illness.,1
47363,Requesting leave for personal work.,0
47364,I am suffering from fever and can't attend work.,1
47365,I have a family function to attend.,0
47366,"Caught a bad cold, requesting a sick leave.",1
47367,I am feeling unwell and need a sick leave.,1
47368,Requesting leave for personal work.,0
47369,Requesting leave for personal work.,0
47370,Requesting leave for personal work.,0
47371,"Caught a bad cold, requesting a sick leave.",1
47372,I am feeling unwell and need a sick leave.,1
47373,I have an appointment and need to take a leave.,0
47374,Doctor advised me to take rest due to illness.,1
47375,Requesting leave for personal work.,0
47376,Doctor advised me to take rest due to illness.,1
47377,Doctor advised me to take rest due to illness.,1
47378,Taking leave to handle urgent household work.,0
47379,Need a leave for travel purposes.,0
47380,"Caught a bad cold, requesting a sick leave.",1
47381,I am suffering from fever and can't attend work.,1
47382,I have a family function to attend.,0
47383,I have a family function to attend.,0
47384,Taking leave to handle urgent household work.,0
47385,"Not feeling well, taking a day off.",1
47386,I have an appointment and need to take a leave.,0
47387,I have a family function to attend.,0
47388,I am suffering from fever and can't attend work.,1
47389,Need a leave for travel purposes.,0
47390,Doctor advised me to take rest due to illness.,1
47391,Doctor advised me to take rest due to illness.,1
47392,Need a leave for travel purposes.,0
47393,"Caught a bad cold, requesting a sick leave.",1
47394,Doctor advised me to take rest due to illness.,1
47395,I have an appointment and need to take a leave.,0
47396,Need a leave for travel purposes.,0
47397,"Caught a bad cold, requesting a sick leave.",1
47398,Taking leave to handle urgent household work.,0
47399,Taking leave to handle urgent household work.,0
47400,I am suffering from fever and can't attend work.,1
47401,I have an appointment and need to take a leave.,0
47402,Requesting leave for personal work.,0
47403,"Not feeling well, taking a day off.",1
47404,I have a family function to attend.,0
47405,I am feeling unwell and need a sick leave.,1
47406,Taking leave to handle urgent household work.,0
47407,I have an appointment and need to take a leave.,0
47408,Doctor advised me to take rest due to illness.,1
47409,I am feeling unwell and need a sick leave.,1
47410,"Caught a bad cold, requesting a sick leave.",1
47411,I am feeling unwell and need a sick leave.,1
47412,"Not feeling well, taking a day off.",1
47413,Taking leave to handle urgent household work.,0
47414,"Caught a bad cold, requesting a sick leave.",1
47415,"Not feeling well, taking a day off.",1
47416,I have a family function to attend.,0
47417,I have an appointment and need to take a leave.,0
47418,I have a family function to attend.,0
47419,I have a family function to attend.,0
47420,"Caught a bad cold, requesting a sick leave.",1
47421,I am feeling unwell and need a sick leave.,1
47422,Taking leave to handle urgent household work.,0
47423,I have an appointment and need to take a leave.,0
47424,I am suffering from fever and can't attend work.,1
47425,I have an appointment and need to take a leave.,0
47426,I have an appointment and need to take a leave.,0
47427,I am feeling unwell and need a sick leave.,1
47428,Requesting leave for personal work.,0
47429,Doctor advised me to take rest due to illness.,1
47430,I have an appointment and need to take a leave.,0
47431,Need a leave for travel purposes.,0
47432,I am feeling unwell and need a sick leave.,1
47433,"Not feeling well, taking a day off.",1
47434,I have a family function to attend.,0
47435,Requesting leave for personal work.,0
47436,I have a family function to attend.,0
47437,I have an appointment and need to take a leave.,0
47438,I have a family function to attend.,0
47439,Doctor advised me to take rest due to illness.,1
47440,I have an appointment and need to take a leave.,0
47441,Need a leave for travel purposes.,0
47442,"Caught a bad cold, requesting a sick leave.",1
47443,"Not feeling well, taking a day off.",1
47444,Doctor advised me to take rest due to illness.,1
47445,I have an appointment and need to take a leave.,0
47446,"Not feeling well, taking a day off.",1
47447,I am suffering from fever and can't attend work.,1
47448,I have a family function to attend.,0
47449,"Not feeling well, taking a day off.",1
47450,I am feeling unwell and need a sick leave.,1
47451,Need a leave for travel purposes.,0
47452,Need a leave for travel purposes.,0
47453,"Caught a bad cold, requesting a sick leave.",1
47454,"Caught a bad cold, requesting a sick leave.",1
47455,Taking leave to handle urgent household work.,0
47456,I have a family function to attend.,0
47457,"Caught a bad cold, requesting a sick leave.",1
47458,Taking leave to handle urgent household work.,0
47459,I am suffering from fever and can't attend work.,1
47460,"Not feeling well, taking a day off.",1
47461,I have a family function to attend.,0
47462,Requesting leave for personal work.,0
47463,Need a leave for travel purposes.,0
47464,Taking leave to handle urgent household work.,0
47465,"Not feeling well, taking a day off.",1
47466,I am feeling unwell and need a sick leave.,1
47467,I have a family function to attend.,0
47468,I am feeling unwell and need a sick leave.,1
47469,Doctor advised me to take rest due to illness.,1
47470,Need a leave for travel purposes.,0
47471,Need a leave for travel purposes.,0
47472,I am feeling unwell and need a sick leave.,1
47473,Requesting leave for personal work.,0
47474,I am feeling unwell and need a sick leave.,1
47475,I have a family function to attend.,0
47476,Requesting leave for personal work.,0
47477,Taking leave to handle urgent household work.,0
47478,"Caught a bad cold, requesting a sick leave.",1
47479,I have a family function to attend.,0
47480,I have a family function to attend.,0
47481,Need a leave for travel purposes.,0
47482,Need a leave for travel purposes.,0
47483,Doctor advised me to take rest due to illness.,1
47484,"Not feeling well, taking a day off.",1
47485,I have an appointment and need to take a leave.,0
47486,I have an appointment and need to take a leave.,0
47487,Need a leave for travel purposes.,0
47488,I have an appointment and need to take a leave.,0
47489,"Not feeling well, taking a day off.",1
47490,I am feeling unwell and need a sick leave.,1
47491,I am suffering from fever and can't attend work.,1
47492,Need a leave for travel purposes.,0
47493,I am suffering from fever and can't attend work.,1
47494,I am feeling unwell and need a sick leave.,1
47495,Doctor advised me to take rest due to illness.,1
47496,Need a leave for travel purposes.,0
47497,Requesting leave for personal work.,0
47498,Requesting leave for personal work.,0
47499,Need a leave for travel purposes.,0
47500,Taking leave to handle urgent household work.,0
47501,I am suffering from fever and can't attend work.,1
47502,I have an appointment and need to take a leave.,0
47503,I am suffering from fever and can't attend work.,1
47504,Need a leave for travel purposes.,0
47505,"Caught a bad cold, requesting a sick leave.",1
47506,Taking leave to handle urgent household work.,0
47507,Taking leave to handle urgent household work.,0
47508,"Not feeling well, taking a day off.",1
47509,"Caught a bad cold, requesting a sick leave.",1
47510,I have an appointment and need to take a leave.,0
47511,I have an appointment and need to take a leave.,0
47512,Requesting leave for personal work.,0
47513,"Not feeling well, taking a day off.",1
47514,"Not feeling well, taking a day off.",1
47515,Requesting leave for personal work.,0
47516,"Not feeling well, taking a day off.",1
47517,I have a family function to attend.,0
47518,Doctor advised me to take rest due to illness.,1
47519,I am feeling unwell and need a sick leave.,1
47520,I have a family function to attend.,0
47521,Need a leave for travel purposes.,0
47522,I have a family function to attend.,0
47523,Requesting leave for personal work.,0
47524,Taking leave to handle urgent household work.,0
47525,"Not feeling well, taking a day off.",1
47526,I have a family function to attend.,0
47527,Requesting leave for personal work.,0
47528,Need a leave for travel purposes.,0
47529,I am suffering from fever and can't attend work.,1
47530,Requesting leave for personal work.,0
47531,Need a leave for travel purposes.,0
47532,I am suffering from fever and can't attend work.,1
47533,Taking leave to handle urgent household work.,0
47534,I am feeling unwell and need a sick leave.,1
47535,I am feeling unwell and need a sick leave.,1
47536,I have an appointment and need to take a leave.,0
47537,I am feeling unwell and need a sick leave.,1
47538,Taking leave to handle urgent household work.,0
47539,I am suffering from fever and can't attend work.,1
47540,"Not feeling well, taking a day off.",1
47541,I am suffering from fever and can't attend work.,1
47542,"Not feeling well, taking a day off.",1
47543,I am suffering from fever and can't attend work.,1
47544,I have a family function to attend.,0
47545,"Caught a bad cold, requesting a sick leave.",1
47546,Requesting leave for personal work.,0
47547,I am suffering from fever and can't attend work.,1
47548,"Caught a bad cold, requesting a sick leave.",1
47549,I have a family function to attend.,0
47550,I have a family function to attend.,0
47551,Doctor advised me to take rest due to illness.,1
47552,I am feeling unwell and need a sick leave.,1
47553,I am feeling unwell and need a sick leave.,1
47554,Requesting leave for personal work.,0
47555,Doctor advised me to take rest due to illness.,1
47556,Taking leave to handle urgent household work.,0
47557,I have an appointment and need to take a leave.,0
47558,Need a leave for travel purposes.,0
47559,"Not feeling well, taking a day off.",1
47560,I have an appointment and need to take a leave.,0
47561,I have an appointment and need to take a leave.,0
47562,I have an appointment and need to take a leave.,0
47563,I am suffering from fever and can't attend work.,1
47564,"Not feeling well, taking a day off.",1
47565,Doctor advised me to take rest due to illness.,1
47566,I have an appointment and need to take a leave.,0
47567,I have a family function to attend.,0
47568,Need a leave for travel purposes.,0
47569,"Caught a bad cold, requesting a sick leave.",1
47570,I am suffering from fever and can't attend work.,1
47571,Requesting leave for personal work.,0
47572,I have an appointment and need to take a leave.,0
47573,I am feeling unwell and need a sick leave.,1
47574,"Not feeling well, taking a day off.",1
47575,I have a family function to attend.,0
47576,I am feeling unwell and need a sick leave.,1
47577,I am feeling unwell and need a sick leave.,1
47578,Need a leave for travel purposes.,0
47579,Taking leave to handle urgent household work.,0
47580,Doctor advised me to take rest due to illness.,1
47581,Doctor advised me to take rest due to illness.,1
47582,"Caught a bad cold, requesting a sick leave.",1
47583,I have a family function to attend.,0
47584,"Caught a bad cold, requesting a sick leave.",1
47585,"Caught a bad cold, requesting a sick leave.",1
47586,"Not feeling well, taking a day off.",1
47587,"Not feeling well, taking a day off.",1
47588,I have an appointment and need to take a leave.,0
47589,I am suffering from fever and can't attend work.,1
47590,I am suffering from fever and can't attend work.,1
47591,Need a leave for travel purposes.,0
47592,"Not feeling well, taking a day off.",1
47593,Requesting leave for personal work.,0
47594,I am feeling unwell and need a sick leave.,1
47595,I have an appointment and need to take a leave.,0
47596,"Not feeling well, taking a day off.",1
47597,"Caught a bad cold, requesting a sick leave.",1
47598,I am feeling unwell and need a sick leave.,1
47599,I have a family function to attend.,0
47600,I am suffering from fever and can't attend work.,1
47601,I am suffering from fever and can't attend work.,1
